hour_of_day,day_of_week,severity_numeric,source_type_numeric,src_bytes,dst_bytes,event_freq_1m,duration,protocol,dst_port,same_srv_rate,diff_srv_rate,serror_rate,rerror_rate,count,srv_count,dst_host_count,dst_host_srv_count,template_rarity,threat_intel_flag,label,source_dataset
0,3,1,0,60428.0,2160.0,66.06961755601878,0.908133,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1076.0,550.0,210.592079631885,0.284911,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,8633.0,1826.0,69.49809633131132,0.863333,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,176.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,37938.0,3276.0,52.694257379830745,1.138644,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,762.0,1040.0,270.1230410451961,0.222121,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1324.0,2346.0,165.8512314453935,0.36177,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,4238.0,63516.0,1000.0,0.051034,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,716.0,468.0,197.57899866963473,0.303676,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1464.0,94230.0,66.7740987722469,0.898552,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3960.0,2456.0,1000.0,0.005328,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1600.0,2408.0,141.4010487244447,0.424325,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1278.0,0.0,1000.0,4e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,7818.0,15180.0,91.47317549128718,0.65593,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,610.0,268.0,296.7403077196991,0.202197,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,674.0,354.0,150.07278530087092,0.399806,6.0,3.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3614.0,50036.0,1000.0,0.0351,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,796.0,7192.0,277.30661330054954,0.216367,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,502.0,268.0,210.25556564003548,0.285367,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,546.0,268.0,231.93425437002793,0.258694,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,802.0,268.0,262.9007593450266,0.228223,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,37938.0,3380.0,283.23931361673,0.211835,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,490.0,354.0,138.72415395606606,0.432513,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,834.0,354.0,128.8798195682526,0.46555,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,738.0,268.0,205.6456588201423,0.291764,6.0,3.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1506.0,354.0,133.17529864560723,0.450534,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,13246.0,548216.0,30.88718814879182,1.942553,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,17266.0,354.0,208.11365780564958,0.288304,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,468.0,2530.0,101.84353777291948,0.589139,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,546.0,268.0,175.30327466517073,0.342264,6.0,3.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,84.82519647636134,0.707337,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,17266.0,354.0,160.62321808617435,0.373545,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1790.0,530.0,124.13236648012331,0.483355,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,490.0,268.0,204.96143309034017,0.292738,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3614.0,50036.0,749.718855429214,0.08003,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,2490.0,786.0,105.75985814077694,0.567323,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2812.0,0.0,1000.0,9e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,738.0,354.0,123.55263239179362,0.485623,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2958.0,33044.0,874.1386092454726,0.068639,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,546.0,268.0,193.4179859385124,0.310209,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,364.0,3754.0,102.98113214023971,0.582631,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,738.0,268.0,148.8933501748256,0.402973,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1392.0,99164.0,35.77036854210709,1.677366,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,546.0,268.0,114.18349287304699,0.52547,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2958.0,32642.0,1000.0,0.015855,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,546.0,268.0,149.2117887260546,0.402113,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3456.0,3174.0,26.11525182937339,2.297508,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,63.08259404037706,0.951134,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,930.0,268.0,149.83069131880976,0.400452,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2958.0,33044.0,1000.0,0.018435,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,546.0,268.0,157.92424374027777,0.379929,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3126.0,354.0,82.4260741147783,0.727925,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,546.0,354.0,98.8464617909002,0.607002,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,546.0,354.0,104.07469787982494,0.576509,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2054.0,2478.0,1000.0,0.005607,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,63.144534682661885,0.950201,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2006.0,268.0,112.08835551437346,0.535292,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,546.0,354.0,103.38570968258865,0.580351,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001065,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1090.0,26404.0,37.702533296049715,1.591405,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2054.0,2478.0,1000.0,0.005641,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,942.0,42914.0,70.66879772352246,0.849031,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3614.0,50036.0,1000.0,0.023948,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1328.0,2880.0,75.60960241950728,0.79355,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,77.30992388837993,0.776097,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001114,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1304.0,182.0,24.23553058039249,2.475704,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2958.0,33044.0,277.86911438482093,0.215929,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,90.137053389679,0.665653,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1116.0,1130.0,222.55027781693013,0.269602,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,8928.0,320.0,265.0902632346314,0.226338,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,776.0,268.0,277.50541135552146,0.216212,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,8e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2784.0,1752.0,63.816005692387705,0.940203,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.00103,17.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,31640.0,1990.0,65.8157422480025,0.911636,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,91.01955555151025,0.659199,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2054.0,2582.0,1000.0,0.00741,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,4e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,826.0,6706.0,241.9481666377673,0.247987,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001032,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,92.06266398662022,0.65173,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,868.0,2030.0,216.68941905566754,0.276894,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1580.0,10168.0,54.73104253514189,1.09627,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,94.52838214673956,0.63473,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2646.0,23508.0,1000.0,0.017138,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,840.0,1832.0,255.91810620601407,0.23445,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3960.0,2456.0,1000.0,0.00637,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,904.0,268.0,315.6333182530748,0.190094,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,2e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3182.0,39076.0,1000.0,0.037916,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,890.0,268.0,330.5730483793656,0.181503,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1176.0,1114.0,178.06479184225836,0.336956,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2542.0,23508.0,1000.0,0.049298,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,630.0,268.0,361.13033795780797,0.166145,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,31207.0,1856.0,74.38797295253303,0.806582,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,522.0,268.0,328.18268836318884,0.182825,6.0,4.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,694.0,268.0,223.87474954012396,0.268007,6.0,4.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3598.0,48710.0,1000.0,0.037989,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,88.47130433243979,0.678186,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,758.0,268.0,157.28133961759664,0.381482,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,508.0,268.0,324.2366927857336,0.18505,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1580.0,10168.0,51.77055290950507,1.15896,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,86.38077509469493,0.694599,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,566.0,268.0,291.7422360097442,0.205661,6.0,3.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1526.0,354.0,126.95161662304467,0.472621,6.0,3.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,69.7037358878978,0.860786,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,566.0,354.0,109.78093214989488,0.546543,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2054.0,2478.0,170.85790602245643,0.351169,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1830.0,193758.0,33.93379177886027,1.768149,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,758.0,268.0,250.82773151399618,0.239208,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,4e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,41347.0,2056.0,47.2471078864085,1.269919,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,13662.0,548216.0,21.107266070808546,2.842623,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,510.0,354.0,116.87135385724164,0.513385,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1526.0,268.0,162.21257958554685,0.369885,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,81.35692503366143,0.737491,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,76.93599822534297,0.779869,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2550.0,354.0,118.39153263758575,0.506793,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,568.0,320.0,1000.0,0.004847,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,75.9748523238808,0.789735,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,566.0,354.0,116.78332022764961,0.513772,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,4096.0,2456.0,1000.0,0.005436,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,4146.0,1848.0,52.420425793645244,1.144592,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,818.0,1514.0,153.33229408111788,0.391307,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,37492.0,3380.0,41.935314776956545,1.430775,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,3522.0,515543.0,19.362440028875852,3.098783,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,322.0,0.0,1000.0,4e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,61428.0,1948.0,29.801817910892563,2.0133,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3926.0,57474.0,517.3662608215776,0.115972,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,451.0,268.0,154.4004117344313,0.3886,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,146.0,178.0,1000.0,0.001151,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,852.0,354.0,120.59622774999598,0.497528,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,770.0,268.0,225.39190016641433,0.266203,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,185879.0,2776.0,29.342923904995434,2.044786,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,37492.0,3380.0,1000.0,0.030825,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,4e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,320.0,1930.0,145.12945547428305,0.413424,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,784.0,7174.0,211.5029398908645,0.283684,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,830.0,1414.0,178.97999301978027,0.335233,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1684.0,10168.0,53.43069593481456,1.12295,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,17286.0,354.0,156.73612689356833,0.382809,6.0,3.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,74.04591834216124,0.810308,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3116.0,536.0,1.8813916164625153,31.891287,6.0,3.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,298.0,0.0,1000.0,1.2e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,566.0,268.0,149.17172400247625,0.402221,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,566.0,354.0,118.16443368710452,0.507767,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,566.0,354.0,109.29140914878386,0.548991,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,822.0,268.0,238.81262363528538,0.251243,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2934.0,3740.0,1000.0,0.021702,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,566.0,354.0,112.93671214879035,0.531271,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3598.0,48710.0,212.63701797845988,0.282171,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,566.0,268.0,191.20397959216191,0.313801,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,80.48419290451355,0.745488,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1260.0,87122.0,60.033258425167546,0.999446,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,566.0,354.0,120.24385453700104,0.498986,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,508.0,354.0,112.45684468585182,0.533538,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,518.0,354.0,123.88784846038376,0.484309,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,504.0,268.0,155.56293039077408,0.385696,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,17792.0,622.0,1.6729629090460534,35.864513,6.0,2.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,2.2e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3960.0,2456.0,1000.0,0.004932,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,724.0,268.0,289.569699426652,0.207204,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,890.0,33516.0,241.79898444426533,0.24814,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2542.0,23508.0,1000.0,0.017058,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1354.0,268.0,269.5926455126304,0.222558,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2542.0,23404.0,1000.0,0.013776,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2050.0,0.0,1000.0,9e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3598.0,48710.0,1000.0,0.028993,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,1040.0,268.0,280.82262307051457,0.213658,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,4096.0,2456.0,1000.0,0.004808,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,79.98698878315794,0.750122,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,628.0,268.0,280.70569411500514,0.213747,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,520.0,304.0,1000.0,0.001914,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,208.0,0.0,1000.0,1.2e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1142.0,268.0,255.73267411132898,0.23462,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,564.0,354.0,92.10491978429027,0.651431,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,520.0,304.0,611.3715100876299,0.09814,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,2122.0,32880.0,162.05179175264414,0.370252,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1684.0,10168.0,58.710540401169126,1.021963,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,5e-06,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,1322.0,750.0,1000.0,0.040413,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,3182.0,39076.0,1000.0,0.030961,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,784.0,1786.0,243.2192499929061,0.246691,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,24744.0,1094788.0,5.541951091912151,10.826512,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,424.0,8824.0,38.598041921333326,1.554483,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,936.0,268.0,321.01869933923655,0.186905,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,320.0,1910.0,94.94061464553921,0.631974,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.1e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,814.0,268.0,335.6436806686022,0.178761,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,168.0,0.0,1000.0,1.2e-05,17.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,2098.0,268.0,278.214419853381,0.215661,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
0,3,1,0,320.0,1910.0,507.2880381480604,0.118276,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,0,unsw_nb15
0,3,1,0,564.0,354.0,95.2260030472321,0.63008,6.0,1.0,0,0,0,0,0,0,0,0,0.5,0,1,unsw_nb15
